Bus, BasekV, Node1, Magnitude1, Angle1, pu1, Node2, Magnitude2, Angle2, pu2, Node3, Magnitude3, Angle3, pu3
"L3197636", 12.47, 2,    7184.62, -166.9,   0.99793, 0, 0, 0, 0, 0, 0, 0, 0
"M1089132", 12.47, 3,    7423.04,   80.5,     1.031, 0, 0, 0, 0, 0, 0, 0, 0
"L2876798", 12.47, 1,    7309.68,  -44.4,    1.0153, 2,     7273.5, -166.6,    1.0103, 3,    7362.71,   79.2,    1.0227
"N1136660", 12.47, 1,    7470.64,  -44.1,    1.0377, 0, 0, 0, 0, 0, 0, 0, 0
"L3104136", 12.47, 1,    7337.85,  -44.4,    1.0192, 2,    7373.33, -166.3,    1.0241, 3,     7410.7,   79.6,    1.0293
"L3048888", 12.47, 3,    7375.53,   84.8,    1.0244, 0, 0, 0, 0, 0, 0, 0, 0
"D5587291-3_INT", 12.47, 1,    7429.66,  -41.6,     1.032, 2,    7460.69, -162.9,    1.0363, 3,    7504.61,   81.2,    1.0424
"190-8581", 12.47, 1,    7430.43,  -41.6,    1.0321, 2,    7461.21, -162.9,    1.0363, 3,    7504.62,   81.2,    1.0424
"L3197644", 12.47, 1,    7271.55,  -40.8,      1.01, 0, 0, 0, 0, 0, 0, 0, 0
"M1009843", 12.47, 2,    7232.78, -167.2,    1.0046, 0, 0, 0, 0, 0, 0, 0, 0
"L3251806", 12.47, 2,    7232.73, -167.2,    1.0046, 0, 0, 0, 0, 0, 0, 0, 0
"M1069516", 12.47, 1,     7213.9,  -43.3,     1.002, 2,    7335.69, -165.3,    1.0189, 3,    7510.01,   80.2,    1.0431
"L3251830", 12.47, 1,    7148.92,  -44.7,   0.99297, 0, 0, 0, 0, 0, 0, 0, 0
"L2804249", 12.47, 1,    7101.01,  -39.3,   0.98631, 2,    7103.04, -159.7,   0.98659, 3,    7367.22,   81.3,    1.0233
"L2935557", 12.47, 1,    7256.52,  -44.9,    1.0079, 0, 0, 0, 0, 0, 0, 0, 0
"M1069250", 12.47, 3,    7323.21,   78.9,    1.0172, 0, 0, 0, 0, 0, 0, 0, 0
"L2690868", 12.47, 3,    7323.15,   78.9,    1.0172, 0, 0, 0, 0, 0, 0, 0, 0
"L3030204", 12.47, 1,    7390.15,  -36.2,    1.0265, 2,    7408.69, -156.2,     1.029, 3,    7515.45,   84.4,    1.0439
"L3179637", 12.47, 3,    7389.44,   84.8,    1.0264, 0, 0, 0, 0, 0, 0, 0, 0
"M1108262", 12.47, 2,    7432.58, -160.4,    1.0324, 0, 0, 0, 0, 0, 0, 0, 0
"M1108261", 12.47, 2,    7432.56, -160.4,    1.0324, 0, 0, 0, 0, 0, 0, 0, 0
"D5513564-1_INT", 12.47, 1,    7481.99,  -35.3,    1.0392, 2,    7480.98, -155.1,    1.0391, 3,    7538.27,   85.2,     1.047
"E192201", 12.47, 1,    7481.38,  -35.3,    1.0391, 2,    7480.37, -155.1,     1.039, 3,    7537.75,   85.2,     1.047
"R20185", 12.47, 1,    7484.93,  -35.3,    1.0396, 2,    7483.54, -155.1,    1.0394, 3,    7539.37,   85.2,    1.0472
"L3181545", 12.47, 1,    7295.83,  -44.3,    1.0134, 2,    7209.65, -166.9,    1.0014, 3,    7339.51,   79.0,    1.0194
"N1138603", 12.47, 1,    7296.58,  -44.3,    1.0135, 2,    7209.17, -166.9,    1.0013, 3,    7336.84,   78.9,    1.0191
"L3178976", 12.47, 1,    7181.89,  -44.9,   0.99755, 0, 0, 0, 0, 0, 0, 0, 0
"L3065665", 12.47, 1,    6780.54,  -41.4,    0.9418, 0, 0, 0, 0, 0, 0, 0, 0
"L2785514", 12.47, 1,    7290.15,  -44.3,    1.0126, 0, 0, 0, 0, 0, 0, 0, 0
"L2710536", 12.47, 1,    7253.86,  -44.9,    1.0075, 0, 0, 0, 0, 0, 0, 0, 0
"L2936216", 12.47, 3,    7490.69,   85.0,    1.0404, 0, 0, 0, 0, 0, 0, 0, 0
"M1026969", 12.47, 2,    7150.49, -166.9,   0.99318, 0, 0, 0, 0, 0, 0, 0, 0
"L3048231", 12.47, 2,    7200.34, -161.7,    1.0001, 0, 0, 0, 0, 0, 0, 0, 0
"M1069328", 12.47, 3,    7322.71,   78.9,    1.0171, 0, 0, 0, 0, 0, 0, 0, 0
"D6198039-1_INT", 12.47, 1,    6973.07,  -39.9,   0.96854, 2,    7130.22, -160.6,   0.99037, 3,    7460.94,   82.0,    1.0363
"E206217", 12.47, 1,    6972.61,  -39.9,   0.96848, 2,    7129.77, -160.6,   0.99031, 3,    7460.67,   82.0,    1.0363
"L2879071", 12.47, 2,    7125.98, -167.0,   0.98978, 0, 0, 0, 0, 0, 0, 0, 0
"L3029504", 12.47, 2,    7123.09, -167.1,   0.98938, 0, 0, 0, 0, 0, 0, 0, 0
"M1026796", 12.47, 1,    7298.23,  -44.5,    1.0137, 2,     7383.2, -166.2,    1.0255, 3,    7389.04,   79.7,    1.0263
"P827553", 12.47, 2,    7111.12, -167.0,   0.98772, 0, 0, 0, 0, 0, 0, 0, 0
"L2804251", 12.47, 1,    7347.07,  -40.5,    1.0205, 0, 0, 0, 0, 0, 0, 0, 0
"M1069133", 12.47, 1,    7309.94,  -40.7,    1.0153, 0, 0, 0, 0, 0, 0, 0, 0
"L2764399", 12.47, 2,    7305.03, -167.0,    1.0147, 0, 0, 0, 0, 0, 0, 0, 0
"P895117", 12.47, 2,    7330.78, -165.2,    1.0182, 0, 0, 0, 0, 0, 0, 0, 0
"L2842383", 12.47, 1,    7237.46,  -37.8,    1.0053, 2,    7292.76, -158.0,    1.0129, 3,    7483.41,   83.2,    1.0394
"L2745811", 12.47, 3,    7390.89,   84.8,    1.0266, 0, 0, 0, 0, 0, 0, 0, 0
"L2804252", 12.47, 1,    7158.14,  -40.7,   0.99425, 0, 0, 0, 0, 0, 0, 0, 0
"L3066815", 12.47, 1,    7394.23,  -44.4,     1.027, 2,    7418.74, -166.4,    1.0304, 3,    7476.48,   79.7,    1.0385
"P895075", 12.47, 3,    7505.39,   81.0,    1.0425, 0, 0, 0, 0, 0, 0, 0, 0
"L2710544", 12.47, 1,    7131.55,  -44.8,   0.99055, 0, 0, 0, 0, 0, 0, 0, 0
"N1140519", 12.47, 1,    7340.27,  -44.4,    1.0195, 2,    7386.35, -166.3,    1.0259, 3,    7415.35,   79.7,      1.03
"L3160117", 12.47, 2,    7150.01, -166.9,   0.99312, 0, 0, 0, 0, 0, 0, 0, 0
"L3029510", 12.47, 2,    7231.89, -167.2,    1.0045, 0, 0, 0, 0, 0, 0, 0, 0
"E182731", 12.47, 2,    7084.19, -161.9,   0.98398, 0, 0, 0, 0, 0, 0, 0, 0
"N1136658", 12.47, 1,    7516.95,  -44.0,    1.0441, 2,    7514.87, -165.9,    1.0438, 3,    7537.26,   79.9,    1.0469
"L2730149", 12.47, 1,    6894.06,  -40.4,   0.95757, 2,    7091.75, -161.4,   0.98503, 3,    7461.09,   81.8,    1.0363
"L2860500", 12.47, 2,     7152.6, -166.9,   0.99348, 0, 0, 0, 0, 0, 0, 0, 0
"L3216347", 12.47, 3,    7432.74,   80.5,    1.0324, 0, 0, 0, 0, 0, 0, 0, 0
"L2767341", 12.47, 1,    6961.18,  -39.9,   0.96689, 2,    7123.81, -160.8,   0.98948, 3,    7460.66,   81.9,    1.0363
"E206211", 12.47, 1,     7236.1,  -43.1,    1.0051, 2,    7341.57, -165.1,    1.0197, 3,    7514.58,   80.3,    1.0438
"N1134480", 12.47, 1,    7234.59,  -43.1,    1.0049, 2,    7337.94, -165.1,    1.0192, 3,    7517.31,   80.3,    1.0441
"L3030203", 12.47, 3,    7477.51,   82.9,    1.0386, 0, 0, 0, 0, 0, 0, 0, 0
"L2879773", 12.47, 1,    7172.15,  -39.0,   0.99619, 2,    7180.99, -159.3,   0.99742, 3,    7424.01,   81.6,    1.0312
"L2804282", 12.47, 3,    7261.58,   81.3,    1.0086, 0, 0, 0, 0, 0, 0, 0, 0
"N1137005", 12.47, 1,     7340.4,  -44.2,    1.0196, 2,    7286.16, -166.6,     1.012, 3,    7482.98,   79.7,    1.0394
"M1047574", 12.47, 1,    7087.44,  -43.9,   0.98443, 2,    7252.58, -165.8,    1.0074, 3,    7451.24,   79.9,     1.035
"L3225319", 12.47, 2,    6999.81, -162.1,   0.97226, 0, 0, 0, 0, 0, 0, 0, 0
"L3048201", 12.47, 2,    6999.67, -162.1,   0.97224, 0, 0, 0, 0, 0, 0, 0, 0
"M1126025", 12.47, 1,    6769.02,  -41.4,    0.9402, 0, 0, 0, 0, 0, 0, 0, 0
"L2823545", 12.47, 1,    6768.88,  -41.4,   0.94018, 0, 0, 0, 0, 0, 0, 0, 0
"L3160108", 12.47, 2,    7232.23, -167.2,    1.0045, 0, 0, 0, 0, 0, 0, 0, 0
"N1134478", 12.47, 1,    7235.02,  -43.1,    1.0049, 2,    7343.15, -165.0,    1.0199, 3,    7512.66,   80.3,    1.0435
"L3029055", 12.47, 2,    7125.01, -160.7,   0.98965, 0, 0, 0, 0, 0, 0, 0, 0
"M1047577", 12.47, 1,    7370.53,  -44.5,    1.0237, 2,       7407, -166.5,    1.0288, 3,    7466.43,   79.7,    1.0371
"M1209797", 12.47, 1,    7462.47,  -35.5,    1.0365, 2,    7465.09, -155.4,    1.0369, 3,     7532.2,   85.0,    1.0462
"L3645811", 12.47, 3,    7457.69,   79.6,    1.0359, 0, 0, 0, 0, 0, 0, 0, 0
"L3254229", 12.47, 2,    7297.26, -165.2,    1.0136, 0, 0, 0, 0, 0, 0, 0, 0
"L2710521", 12.47, 1,     7309.9,  -40.7,    1.0153, 0, 0, 0, 0, 0, 0, 0, 0
"M1009807", 12.47, 1,    7209.12,  -44.9,    1.0013, 2,    7279.82, -167.1,    1.0111, 3,       7419,   79.6,    1.0305
"N1136672", 12.47, 3,    7472.97,   79.7,     1.038, 0, 0, 0, 0, 0, 0, 0, 0
"L3253995", 12.47, 3,    7472.95,   79.7,     1.038, 0, 0, 0, 0, 0, 0, 0, 0
"L2841638", 12.47, 3,    7433.67,   80.0,    1.0325, 0, 0, 0, 0, 0, 0, 0, 0
"L2860492", 12.47, 3,    7433.57,   80.0,    1.0325, 0, 0, 0, 0, 0, 0, 0, 0
"L2691959", 12.47, 2,    7199.73, -161.7,         1, 0, 0, 0, 0, 0, 0, 0, 0
"L2973159", 12.47, 1,    7167.71,  -44.7,   0.99558, 0, 0, 0, 0, 0, 0, 0, 0
"L2822859", 12.47, 2,    7008.32, -162.0,   0.97344, 0, 0, 0, 0, 0, 0, 0, 0
"L2973158", 12.47, 3,    7464.32,   80.6,    1.0368, 0, 0, 0, 0, 0, 0, 0, 0
"L2674052", 12.47, 3,     7341.3,   81.5,    1.0197, 0, 0, 0, 0, 0, 0, 0, 0
"M1125990", 12.47, 1,    6917.24,  -40.3,   0.96079, 2,     7102.7, -161.2,   0.98655, 3,    7460.86,   81.8,    1.0363
"N1136366", 12.47, 1,    7207.13,  -43.4,    1.0011, 2,    7333.33, -165.3,    1.0186, 3,    7509.19,   80.2,     1.043
"L2916620", 12.47, 1,    7207.13,  -43.4,    1.0011, 2,    7333.33, -165.3,    1.0186, 3,    7509.19,   80.2,     1.043
"M1026472", 12.47, 2,    7202.45, -161.7,    1.0004, 0, 0, 0, 0, 0, 0, 0, 0
"M1026939", 12.47, 2,     7304.3, -167.0,    1.0145, 0, 0, 0, 0, 0, 0, 0, 0
"L3104124", 12.47, 2,    7304.27, -167.0,    1.0145, 0, 0, 0, 0, 0, 0, 0, 0
"L3233412", 12.47, 1,     6876.4,  -40.5,   0.95511, 0, 0, 0, 0, 0, 0, 0, 0
"L3235266", 12.47, 3,    7399.38,   80.4,    1.0278, 0, 0, 0, 0, 0, 0, 0, 0
"L3235267", 12.47, 3,    7347.83,   79.4,    1.0206, 0, 0, 0, 0, 0, 0, 0, 0
"L3235248", 12.47, 3,     7366.8,   79.5,    1.0232, 0, 0, 0, 0, 0, 0, 0, 0
"L3217064", 12.47, 2,    7209.15, -159.0,    1.0013, 0, 0, 0, 0, 0, 0, 0, 0
"L3200222", 12.47, 2,    7209.15, -159.0,    1.0013, 0, 0, 0, 0, 0, 0, 0, 0
"L3729297", 12.47, 1,    7327.05,  -44.4,    1.0177, 0, 0, 0, 0, 0, 0, 0, 0
"L3197625", 12.47, 3,    7505.22,   81.0,    1.0425, 0, 0, 0, 0, 0, 0, 0, 0
"L2917333", 12.47, 1,    7249.89,  -37.6,     1.007, 0, 0, 0, 0, 0, 0, 0, 0
"N1140516", 12.47, 3,    7266.71,   81.3,    1.0093, 0, 0, 0, 0, 0, 0, 0, 0
"M1209748", 12.47, 2,    7384.72, -156.5,    1.0257, 0, 0, 0, 0, 0, 0, 0, 0
"L3142099", 12.47, 2,    7384.58, -156.5,    1.0257, 0, 0, 0, 0, 0, 0, 0, 0
"L2898457", 12.47, 1,    6927.15,  -40.2,   0.96216, 0, 0, 0, 0, 0, 0, 0, 0
"M1166376", 12.47, 1,    7224.37,  -37.9,    1.0034, 2,    7282.34, -158.1,    1.0115, 3,    7480.68,   83.1,     1.039
"L2842384", 12.47, 1,     7223.7,  -37.9,    1.0034, 2,    7281.81, -158.1,    1.0114, 3,    7480.55,   83.1,     1.039
"L2763407", 12.47, 3,    7436.55,   84.9,    1.0329, 0, 0, 0, 0, 0, 0, 0, 0
"D6023352-1_INT", 12.47, 1,    7230.62,  -37.8,    1.0043, 2,    7287.37, -158.1,    1.0122, 3,    7482.15,   83.1,    1.0393
"M1047750", 12.47, 1,    7307.52,  -44.1,     1.015, 0, 0, 0, 0, 0, 0, 0, 0
"L2708293", 12.47, 1,    7307.52,  -44.1,     1.015, 0, 0, 0, 0, 0, 0, 0, 0
"L3176656", 12.47, 1,    7337.67,  -44.2,    1.0192, 0, 0, 0, 0, 0, 0, 0, 0
"M1047548", 12.47, 1,    7389.41,  -44.4,    1.0264, 2,    7414.68, -166.4,    1.0299, 3,    7475.07,   79.7,    1.0383
"M1089185", 12.47, 1,    6867.96,  -40.4,   0.95394, 2,    7061.35, -161.5,    0.9808, 3,    7450.88,   81.8,    1.0349
"L2748781", 12.47, 1,    6768.93,  -41.4,   0.94019, 0, 0, 0, 0, 0, 0, 0, 0
"M1026695", 12.47, 1,    7198.98,  -44.6,   0.99992, 2,    7374.76, -166.2,    1.0243, 3,    7332.39,   79.8,    1.0185
"N1140818", 12.47, 1,    7196.23,  -44.6,   0.99954, 2,     7373.8, -166.2,    1.0242, 3,    7329.45,   79.8,     1.018
"L2860501", 12.47, 2,    7178.89, -166.9,   0.99713, 0, 0, 0, 0, 0, 0, 0, 0
"M1209800", 12.47, 1,    7473.71,  -35.4,    1.0381, 2,    7473.67, -155.2,    1.0381, 3,    7534.88,   85.1,    1.0466
"L2839332", 12.47, 3,    7534.88,   85.1,    1.0466, 0, 0, 0, 0, 0, 0, 0, 0
"L2954353", 12.47, 1,     7420.8,  -44.3,    1.0307, 0, 0, 0, 0, 0, 0, 0, 0
"L2726974", 12.47, 2,    7250.19, -165.3,     1.007, 0, 0, 0, 0, 0, 0, 0, 0
"L2785527", 12.47, 1,    7246.27,  -40.8,    1.0065, 0, 0, 0, 0, 0, 0, 0, 0
"L2766729", 12.47, 1,     7246.1,  -40.8,    1.0065, 0, 0, 0, 0, 0, 0, 0, 0
"M1069376", 12.47, 1,    7294.99,  -44.3,    1.0133, 2,    7210.18, -166.9,    1.0015, 3,    7342.46,   79.0,    1.0198
"M1027005", 12.47, 2,    7132.22, -166.9,   0.99065, 0, 0, 0, 0, 0, 0, 0, 0
"L3176660", 12.47, 2,    7292.61, -165.2,    1.0129, 0, 0, 0, 0, 0, 0, 0, 0
"M1125943", 12.47, 3,    7458.09,   81.9,    1.0359, 0, 0, 0, 0, 0, 0, 0, 0
"M1026874", 12.47, 1,    7257.56,  -44.9,    1.0081, 0, 0, 0, 0, 0, 0, 0, 0
"M1125969", 12.47, 1,    6964.81,  -39.9,   0.96739, 2,    7125.68, -160.7,   0.98974, 3,    7460.69,   82.0,    1.0363
"L2673343", 12.47, 2,    7142.83, -166.9,   0.99212, 0, 0, 0, 0, 0, 0, 0, 0
"L2764436", 12.47, 2,    7142.83, -166.9,   0.99212, 0, 0, 0, 0, 0, 0, 0, 0
"D5565090-1_INT", 12.47, 2,    7000.26, -162.1,   0.97232, 0, 0, 0, 0, 0, 0, 0, 0
"L3029495", 12.47, 2,    7000.39, -162.1,   0.97234, 0, 0, 0, 0, 0, 0, 0, 0
"N1134479", 12.47, 1,    7236.75,  -43.1,    1.0052, 2,    7343.18, -165.0,    1.0199, 3,    7513.43,   80.3,    1.0436
"L2823592", 12.47, 1,       7491,  -35.2,    1.0405, 2,    7488.84, -155.0,    1.0402, 3,    7541.47,   85.3,    1.0475
"L2933164", 12.47, 1,    7059.27,  -39.5,   0.98051, 2,    7058.22, -159.9,   0.98037, 3,    7333.96,   81.1,    1.0187
"L2992624", 12.47, 1,    7172.96,  -38.7,   0.99631, 2,    7205.57, -159.1,    1.0008, 3,    7441.37,   82.0,    1.0336
"L3232301", 12.47, 3,    7323.06,   78.9,    1.0172, 0, 0, 0, 0, 0, 0, 0, 0
"M1010017", 12.47, 1,    7110.35,  -45.1,   0.98761, 0, 0, 0, 0, 0, 0, 0, 0
"L2858175", 12.47, 1,    7110.26,  -45.1,    0.9876, 0, 0, 0, 0, 0, 0, 0, 0
"M1009820", 12.47, 2,     7262.4, -167.1,    1.0087, 0, 0, 0, 0, 0, 0, 0, 0
"L3045895", 12.47, 3,    7383.56,   81.6,    1.0256, 0, 0, 0, 0, 0, 0, 0, 0
"L2841618", 12.47, 1,    7292.35,  -44.3,    1.0129, 0, 0, 0, 0, 0, 0, 0, 0
"M1209817", 12.47, 1,    7548.95,  -34.5,    1.0485, 2,    7538.66, -154.3,    1.0471, 3,    7559.97,   85.9,    1.0501
"L2785547", 12.47, 2,    7117.31, -167.1,   0.98858, 0, 0, 0, 0, 0, 0, 0, 0
"221-311595", 12.47, 3,    7325.96,   78.9,    1.0176, 0, 0, 0, 0, 0, 0, 0, 0
"F739841", 12.47, 2,    7203.13, -161.7,    1.0005, 0, 0, 0, 0, 0, 0, 0, 0
"L0247160", 12.47, 2,    7203.09, -161.7,    1.0005, 0, 0, 0, 0, 0, 0, 0, 0
"L3122823", 12.47, 2,    7081.06, -161.9,   0.98354, 0, 0, 0, 0, 0, 0, 0, 0
"L3048966", 12.47, 3,    7490.67,   83.6,    1.0404, 0, 0, 0, 0, 0, 0, 0, 0
"M1142810", 12.47, 1,    7168.75,  -38.6,   0.99572, 2,     7211.4, -159.0,    1.0016, 3,    7451.05,   82.2,    1.0349
"M1027109", 12.47, 1,    7118.16,  -45.1,   0.98869, 0, 0, 0, 0, 0, 0, 0, 0
"L3101788", 12.47, 1,    7117.74,  -45.1,   0.98864, 0, 0, 0, 0, 0, 0, 0, 0
"P903490", 12.47, 3,    7460.92,   82.1,    1.0363, 0, 0, 0, 0, 0, 0, 0, 0
"L2916603", 12.47, 2,    7126.72, -167.0,   0.98988, 0, 0, 0, 0, 0, 0, 0, 0
"L3160106", 12.47, 1,    7180.78,  -44.7,   0.99739, 0, 0, 0, 0, 0, 0, 0, 0
"D5563942-4_INT", 12.47, 1,    7205.57,  -38.1,    1.0008, 2,    7267.66, -158.4,    1.0095, 3,    7477.36,   82.9,    1.0386
"Q16483", 12.47, 1,    7205.02,  -38.1,    1.0008, 2,    7267.11, -158.4,    1.0094, 3,    7476.94,   82.9,    1.0385
"M1069514", 12.47, 1,    7185.35,  -43.5,   0.99803, 2,    7320.35, -165.4,    1.0168, 3,    7500.35,   80.1,    1.0418
"P850083", 12.47, 1,    6867.96,  -40.4,   0.95394, 2,    7061.35, -161.5,    0.9808, 3,    7450.88,   81.8,    1.0349
"L3178988", 12.47, 2,    7296.83, -165.2,    1.0135, 0, 0, 0, 0, 0, 0, 0, 0
"L3010568", 12.47, 1,    7470.57,  -44.1,    1.0376, 0, 0, 0, 0, 0, 0, 0, 0
"M1026356", 12.47, 1,    7188.97,  -40.7,   0.99853, 2,    7121.87, -161.8,   0.98921, 3,    7412.52,   80.0,    1.0296
"L2989600", 12.47, 1,    7263.68,  -37.5,    1.0089, 0, 0, 0, 0, 0, 0, 0, 0
"M1026487", 12.47, 2,    7200.51, -161.7,    1.0001, 0, 0, 0, 0, 0, 0, 0, 0
"M1069348", 12.47, 3,    7329.42,   78.9,     1.018, 0, 0, 0, 0, 0, 0, 0, 0
"L2804248", 12.47, 2,    7132.35, -166.9,   0.99067, 0, 0, 0, 0, 0, 0, 0, 0
"L2729413", 12.47, 1,    7295.38,  -44.8,    1.0133, 0, 0, 0, 0, 0, 0, 0, 0
"L2673314", 12.47, 3,    7428.58,   79.6,    1.0318, 0, 0, 0, 0, 0, 0, 0, 0
"L2785528", 12.47, 2,    7247.36, -161.6,    1.0066, 0, 0, 0, 0, 0, 0, 0, 0
"L2897773", 12.47, 1,     7347.7,  -44.3,    1.0206, 0, 0, 0, 0, 0, 0, 0, 0
"L3010567", 12.47, 3,    7409.28,   80.4,    1.0291, 0, 0, 0, 0, 0, 0, 0, 0
"L2991917", 12.47, 2,    7068.56, -161.9,   0.98181, 0, 0, 0, 0, 0, 0, 0, 0
"L2766730", 12.47, 2,    7279.93, -167.1,    1.0112, 0, 0, 0, 0, 0, 0, 0, 0
"M1166407", 12.47, 3,    7382.64,   84.8,    1.0254, 0, 0, 0, 0, 0, 0, 0, 0
"M1008753", 12.47, 2,    7007.95, -162.0,   0.97339, 0, 0, 0, 0, 0, 0, 0, 0
"M1047419", 12.47, 1,    7136.52,  -44.8,   0.99124, 0, 0, 0, 0, 0, 0, 0, 0
"M1089207", 12.47, 1,    7307.38,  -42.6,     1.015, 2,     7385.9, -164.2,    1.0259, 3,    7508.06,   80.7,    1.0428
"M1047572", 12.47, 1,    7382.93,  -44.4,    1.0255, 2,    7398.78, -166.4,    1.0277, 3,    7473.44,   79.7,     1.038
"M1108329", 12.47, 3,    7383.41,   81.6,    1.0255, 0, 0, 0, 0, 0, 0, 0, 0
"N1138599", 12.47, 1,    7295.21,  -44.3,    1.0133, 2,    7210.04, -166.9,    1.0015, 3,     7341.7,   79.0,    1.0197
"L3217057", 12.47, 1,     7450.9,  -35.6,    1.0349, 0, 0, 0, 0, 0, 0, 0, 0
"193-103041", 12.47, 3,    7457.69,   79.6,    1.0359, 0, 0, 0, 0, 0, 0, 0, 0
"L2785515", 12.47, 3,    7259.11,   81.3,    1.0083, 0, 0, 0, 0, 0, 0, 0, 0
"M1069206", 12.47, 3,    7401.06,   80.4,     1.028, 0, 0, 0, 0, 0, 0, 0, 0
"L2729424", 12.47, 1,    7230.98,  -43.1,    1.0044, 0, 0, 0, 0, 0, 0, 0, 0
"L2917359", 12.47, 1,    7169.21,  -38.6,   0.99578, 0, 0, 0, 0, 0, 0, 0, 0
"M3037538", 12.47, 1,    7267.83,  -44.8,    1.0095, 0, 0, 0, 0, 0, 0, 0, 0
"L3027133", 12.47, 1,    7267.79,  -44.8,    1.0095, 0, 0, 0, 0, 0, 0, 0, 0
"L3197627", 12.47, 3,     7282.7,   81.4,    1.0115, 0, 0, 0, 0, 0, 0, 0, 0
"M1069187", 12.47, 1,    7385.23,  -40.3,    1.0258, 0, 0, 0, 0, 0, 0, 0, 0
"L2748129", 12.47, 1,    7385.02,  -40.3,    1.0258, 0, 0, 0, 0, 0, 0, 0, 0
"D6290228-6_INT", 12.47, 1,    7173.16,  -43.6,   0.99633, 2,    7312.63, -165.5,    1.0157, 3,     7495.3,   80.1,    1.0411
"Q16642", 12.47, 1,    7172.86,  -43.6,   0.99629, 2,    7312.38, -165.5,    1.0157, 3,    7495.11,   80.1,    1.0411
"N1136657", 12.47, 1,    7183.07,  -43.5,   0.99771, 2,     7318.9, -165.5,    1.0166, 3,    7499.41,   80.1,    1.0416
"L3027671", 12.47, 1,    6870.15,  -40.5,   0.95425, 0, 0, 0, 0, 0, 0, 0, 0
"M1108423", 12.47, 1,    6869.18,  -40.5,   0.95411, 0, 0, 0, 0, 0, 0, 0, 0
"N1136665", 12.47, 1,    7420.82,  -44.3,    1.0307, 0, 0, 0, 0, 0, 0, 0, 0
"L2710532", 12.47, 3,    7318.97,   79.8,    1.0166, 0, 0, 0, 0, 0, 0, 0, 0
"L2785526", 12.47, 2,     7089.3, -161.9,   0.98469, 0, 0, 0, 0, 0, 0, 0, 0
"L2857591", 12.47, 1,    7267.76,  -44.8,    1.0095, 0, 0, 0, 0, 0, 0, 0, 0
"L2841630", 12.47, 3,    7433.63,   80.5,    1.0325, 0, 0, 0, 0, 0, 0, 0, 0
"L3312692", 12.47, 1,    7103.47,  -45.1,   0.98665, 0, 0, 0, 0, 0, 0, 0, 0
"M1069495", 12.47, 1,    7258.64,  -42.9,    1.0082, 2,    7356.61, -164.8,    1.0218, 3,     7511.4,   80.4,    1.0433
"L3179678", 12.47, 1,    7118.55,  -39.2,   0.98875, 2,    7122.02, -159.6,   0.98923, 3,    7381.51,   81.4,    1.0253
"M1149225", 12.47, 2,    7210.27, -159.0,    1.0015, 0, 0, 0, 0, 0, 0, 0, 0
"R42246", 12.47, 1,    7171.71,  -43.6,   0.99613, 2,    7311.59, -165.5,    1.0156, 3,    7494.57,   80.1,     1.041
"L3632979", 12.47, 1,    7185.71,  -44.9,   0.99808, 0, 0, 0, 0, 0, 0, 0, 0
"P841985", 12.47, 2,    7223.46, -161.6,    1.0033, 0, 0, 0, 0, 0, 0, 0, 0
"L3104796", 12.47, 3,    7460.62,   82.1,    1.0363, 0, 0, 0, 0, 0, 0, 0, 0
"N1141476", 12.47, 1,    7172.91,  -38.8,    0.9963, 0, 0, 0, 0, 0, 0, 0, 0
"L2785519", 12.47, 1,    7384.41,  -40.3,    1.0257, 0, 0, 0, 0, 0, 0, 0, 0
"L3104122", 12.47, 1,    7383.95,  -40.3,    1.0256, 0, 0, 0, 0, 0, 0, 0, 0
"L3197618", 12.47, 1,    7278.52,  -44.8,     1.011, 0, 0, 0, 0, 0, 0, 0, 0
"E192258", 12.47, 1,    7366.29,  -36.4,    1.0232, 2,    7388.91, -156.4,    1.0263, 3,    7509.89,   84.2,    1.0431
"D5534970-1_INT", 12.47, 1,    7250.14,  -44.5,     1.007, 2,    7378.71, -166.2,    1.0249, 3,    7362.11,   79.8,    1.0226
"L2841633", 12.47, 1,    7259.89,  -44.5,    1.0084, 2,    7379.83, -166.2,     1.025, 3,     7367.8,   79.8,    1.0234
"L3254206", 12.47, 2,    7242.62, -167.1,     1.006, 0, 0, 0, 0, 0, 0, 0, 0
"N1145954", 12.47, 1,    7221.67,  -40.7,    1.0031, 2,    7169.15, -161.7,   0.99578, 3,    7409.85,   79.9,    1.0292
"P827580", 12.47, 1,    7221.66,  -40.7,    1.0031, 2,    7169.13, -161.7,   0.99577, 3,    7409.84,   79.9,    1.0292
"L2955074", 12.47, 1,    7172.82,  -38.7,   0.99629, 2,    7214.12, -159.0,     1.002, 3,     7447.5,   82.2,    1.0344
"L2970845", 12.47, 2,    7176.87, -159.4,   0.99685, 0, 0, 0, 0, 0, 0, 0, 0
"L3010585", 12.47, 1,    7261.71,  -44.9,    1.0086, 0, 0, 0, 0, 0, 0, 0, 0
"L2861219", 12.47, 2,    7219.29, -158.9,    1.0027, 0, 0, 0, 0, 0, 0, 0, 0
"L3104135", 12.47, 1,    7173.93,  -40.7,   0.99644, 0, 0, 0, 0, 0, 0, 0, 0
"L3254203", 12.47, 2,    7118.57, -167.0,   0.98875, 0, 0, 0, 0, 0, 0, 0, 0
"L2954352", 12.47, 3,    7433.58,   80.5,    1.0325, 0, 0, 0, 0, 0, 0, 0, 0
"M1047400", 12.47, 1,     7127.5,  -44.8,   0.98999, 0, 0, 0, 0, 0, 0, 0, 0
