Element, I1_1, Ang1_1, I1_2, Ang1_2, I1_3, Ang1_3, I1_4, Ang1_4, Iresid1, AngResid1, I2_1, Ang2_1, I2_2, Ang2_2, I2_3, Ang2_3, I2_4, Ang2_4, Iresid2, AngResid2, I3_1, Ang3_1, I3_2, Ang3_2, I3_3, Ang3_3, I3_4, Ang3_4, Iresid3, AngResid3
Transformer.T5302370B,     1.4446,  -176.84,     1.4446,     3.16,          0,     0.00,          0,     0.00, 1.70743E-006,   108.11,    43.0161,     3.75,    43.0161,  -176.25,          0,     0.00,          0,     0.00, 0.000101752,   107.78,    43.0136,     3.74,    43.0136,  -176.26,          0,     0.00,          0,     0.00, 0.000203516,   -72.22
Transformer.T5337614B,    1.44755,  -176.40,    1.44755,     3.60,          0,     0.00,          0,     0.00, 1.70402E-006,   108.55,    43.1052,     4.18,    43.1052,  -175.82,          0,     0.00,          0,     0.00, 0.000101546,   108.22,    43.1027,     4.18,    43.1026,  -175.82,          0,     0.00,          0,     0.00, 0.000203104,   -71.78
Transformer.T5260467A,   0.768297,   -52.49,   0.768296,   127.51,          0,     0.00,          0,     0.00, 1.05087E-006,  -127.48,    22.8502,   128.19,    22.8502,   -51.81,          0,     0.00,          0,     0.00, 6.26827E-005,  -127.76,    22.8489,   128.19,    22.8489,   -51.81,          0,     0.00,          0,     0.00, 0.000125373,    52.24
Transformer.T5223662C,     2.1446,    70.08,     2.1446,  -109.92,          0,     0.00,          0,     0.00, 2.71191E-006,    -4.97,    63.8262,  -109.29,    63.8263,    70.71,          0,     0.00,          0,     0.00, 0.000161684,    -5.27,    63.8225,  -109.29,    63.8225,    70.71,          0,     0.00,          0,     0.00, 0.000323387,   174.73
Transformer.T21384215A,   0.763554,   -59.11,   0.763554,   120.89,          0,     0.00,          0,     0.00, 1.05751E-006,  -134.09,    22.7066,   121.58,    22.7066,   -58.42,          0,     0.00,          0,     0.00, 6.3083E-005,  -134.37,    22.7053,   121.57,    22.7053,   -58.42,          0,     0.00,          0,     0.00, 0.000126173,    45.63
Transformer.T21380528A,   0.777249,   -58.54,   0.777249,   121.46,          0,     0.00,          0,     0.00, 1.03885E-006,  -133.54,    23.1211,   122.12,    23.1211,   -57.88,          0,     0.00,          0,     0.00, 6.19568E-005,  -133.83,    23.1198,   122.12,    23.1198,   -57.88,          0,     0.00,          0,     0.00, 0.000123921,    46.17
Transformer.T5339003B,     2.1072,   179.81,     2.1072,    -0.19,          0,     0.00,          0,     0.00, 2.63892E-006,   104.76,    62.7181,     0.43,    62.7181,  -179.57,          0,     0.00,          0,     0.00, 0.000157322,   104.45,    62.7144,     0.43,    62.7143,  -179.57,          0,     0.00,          0,     0.00, 0.000314663,   -75.55
Transformer.T21396959A,    1.28468,   -59.87,    1.28468,   120.13,          0,     0.00,          0,     0.00, 1.74984E-006,  -134.87,    38.2096,   120.81,    38.2097,   -59.19,          0,     0.00,          0,     0.00, 0.000104372,  -135.15,    38.2074,   120.81,    38.2074,   -59.19,          0,     0.00,          0,     0.00, 0.000208757,    44.85
Transformer.T5391985A,   0.517933,   -59.67,   0.517933,   120.33,          0,     0.00,          0,     0.00, 6.92891E-007,  -134.66,     15.407,   121.00,     15.407,   -59.00,          0,     0.00,          0,     0.00, 4.13243E-005,  -134.95,    15.4061,   120.99,    15.4061,   -59.01,          0,     0.00,          0,     0.00, 8.26533E-005,    45.05
Transformer.T226195153B,   0.849615,  -173.95,   0.849615,     6.05,          0,     0.00,          0,     0.00, 1.04319E-006,   111.02,    25.2916,     6.66,    25.2916,  -173.34,          0,     0.00,          0,     0.00, 6.21831E-005,   110.71,    25.2901,     6.66,    25.2901,  -173.34,          0,     0.00,          0,     0.00, 0.000124373,   -69.29
Transformer.T5302733A,   0.512052,   -55.79,   0.512052,   124.21,          0,     0.00,          0,     0.00, 7.00823E-007,  -130.77,     15.229,   124.90,     15.229,   -55.10,          0,     0.00,          0,     0.00, 4.18029E-005,  -131.05,    15.2282,   124.89,    15.2281,   -55.11,          0,     0.00,          0,     0.00, 8.36107E-005,    48.95
Transformer.T5302733B,    2.12817,  -176.57,    2.12817,     3.43,          0,     0.00,          0,     0.00, 2.61322E-006,   108.37,    63.3525,     4.04,    63.3525,  -175.96,          0,     0.00,          0,     0.00, 0.000155771,   108.06,    63.3488,     4.04,    63.3487,  -175.96,          0,     0.00,          0,     0.00, 0.00031156,   -71.94
Line.TPX138236B0,     16.287,  -174.76,    16.2861,     5.23,          0,     0.00,          0,     0.00, 0.00121165,  -136.48,     16.287,     5.24,    16.2861,  -174.77,          0,     0.00,          0,     0.00, 0.00121165,    43.52,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX138237B0,    24.4788,  -174.76,    24.4774,     5.24,          0,     0.00,          0,     0.00, 0.00182277,  -136.58,    24.4788,     5.24,    24.4774,  -174.76,          0,     0.00,          0,     0.00, 0.00182277,    43.42,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX138258C0,    25.5742,    66.18,    25.5727,  -113.82,          0,     0.00,          0,     0.00, 0.00190457,   104.34,    25.5742,  -113.82,    25.5727,    66.18,          0,     0.00,          0,     0.00, 0.00190457,   -75.66,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX138259C0,    25.5134,    66.28,    25.5119,  -113.73,          0,     0.00,          0,     0.00, 0.00190002,   104.44,    25.5134,  -113.72,    25.5119,    66.27,          0,     0.00,          0,     0.00, 0.00190002,   -75.56,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX138260A0,    22.2093,   -54.30,     22.208,   125.70,          0,     0.00,          0,     0.00, 0.00165318,   -16.08,    22.2093,   125.70,     22.208,   -54.30,          0,     0.00,          0,     0.00, 0.00165318,   163.92,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX138262A0,    79.9959,   -54.17,    79.9911,   125.83,          0,     0.00,          0,     0.00, 0.00600012,   -16.82,    79.9959,   125.83,    79.9911,   -54.17,          0,     0.00,          0,     0.00, 0.00600012,   163.18,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX138264B0,     43.658,  -174.57,    43.6554,     5.43,          0,     0.00,          0,     0.00,  0.0032593,  -136.71,     43.658,     5.43,    43.6554,  -174.57,          0,     0.00,          0,     0.00,  0.0032593,    43.29,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX138265A0,    39.6169,   -54.06,    39.6146,   125.94,          0,     0.00,          0,     0.00, 0.00295581,   -16.12,    39.6169,   125.94,    39.6146,   -54.06,          0,     0.00,          0,     0.00, 0.00295581,   163.88,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX138294B0,    24.5011,  -174.77,    24.4997,     5.22,          0,     0.00,          0,     0.00, 0.00182444,  -136.60,    24.5011,     5.23,    24.4997,  -174.78,          0,     0.00,          0,     0.00, 0.00182444,    43.40,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX138313A0,    15.7348,   -53.93,    15.7339,   126.07,          0,     0.00,          0,     0.00, 0.00117052,   -15.65,    15.7348,   126.07,    15.7339,   -53.93,          0,     0.00,          0,     0.00, 0.00117052,   164.35,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX138342C0,    42.9019,    66.10,    42.8994,  -113.90,          0,     0.00,          0,     0.00, 0.00320154,   104.02,    42.9019,  -113.90,    42.8994,    66.10,          0,     0.00,          0,     0.00, 0.00320154,   -75.98,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX138343C0,    17.1155,    66.08,    17.1145,  -113.92,          0,     0.00,          0,     0.00, 0.00127341,   104.35,    17.1155,  -113.92,    17.1145,    66.08,          0,     0.00,          0,     0.00, 0.00127341,   -75.65,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX138346C0,    25.6587,    66.10,    25.6572,  -113.90,          0,     0.00,          0,     0.00,  0.0019109,   104.25,    25.6587,  -113.90,    25.6572,    66.10,          0,     0.00,          0,     0.00,  0.0019109,   -75.75,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX138371C0,    25.6926,    66.08,    25.6911,  -113.92,          0,     0.00,          0,     0.00, 0.00191345,   104.23,    25.6926,  -113.92,    25.6911,    66.08,          0,     0.00,          0,     0.00, 0.00191345,   -75.77,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX138372C0,     17.114,    66.08,     17.113,  -113.92,          0,     0.00,          0,     0.00,  0.0012733,   104.35,     17.114,  -113.92,     17.113,    66.08,          0,     0.00,          0,     0.00,  0.0012733,   -75.65,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX138373C0,    25.6657,    66.10,    25.6642,  -113.91,          0,     0.00,          0,     0.00, 0.00191143,   104.25,    25.6658,  -113.90,    25.6642,    66.09,          0,     0.00,          0,     0.00, 0.00191143,   -75.75,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX138374C0,    42.8667,    66.11,    42.8641,  -113.89,          0,     0.00,          0,     0.00, 0.00319888,   104.04,    42.8667,  -113.89,    42.8641,    66.11,          0,     0.00,          0,     0.00, 0.00319888,   -75.96,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX138379C0,    42.8059,    66.13,    42.8034,  -113.87,          0,     0.00,          0,     0.00, 0.00319431,   104.06,    42.8059,  -113.87,    42.8034,    66.13,          0,     0.00,          0,     0.00, 0.00319431,   -75.94,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX138380C0,    17.0894,    66.10,    17.0884,  -113.90,          0,     0.00,          0,     0.00, 0.00127146,   104.37,    17.0894,  -113.90,    17.0884,    66.10,          0,     0.00,          0,     0.00, 0.00127146,   -75.63,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX138404C0,    42.8035,    66.13,     42.801,  -113.87,          0,     0.00,          0,     0.00, 0.00319412,   104.06,    42.8035,  -113.87,     42.801,    66.13,          0,     0.00,          0,     0.00, 0.00319412,   -75.94,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX138405C0,    64.3913,    66.15,    64.3874,  -113.85,          0,     0.00,          0,     0.00, 0.00481757,   103.78,    64.3913,  -113.85,    64.3874,    66.15,          0,     0.00,          0,     0.00, 0.00481757,   -76.22,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX138412C0,     25.629,    66.12,    25.6275,  -113.89,          0,     0.00,          0,     0.00, 0.00190868,   104.27,     25.629,  -113.88,    25.6275,    66.11,          0,     0.00,          0,     0.00, 0.00190868,   -75.73,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX138413C0,    25.6239,    66.12,    25.6224,  -113.88,          0,     0.00,          0,     0.00, 0.00190829,   104.28,    25.6239,  -113.88,    25.6224,    66.12,          0,     0.00,          0,     0.00, 0.00190829,   -75.72,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX138416C0,    17.0862,    66.11,    17.0852,  -113.90,          0,     0.00,          0,     0.00, 0.00127123,   104.38,    17.0862,  -113.89,    17.0852,    66.10,          0,     0.00,          0,     0.00, 0.00127123,   -75.62,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX138464C0,    17.1002,    66.09,    17.0992,  -113.91,          0,     0.00,          0,     0.00, 0.00127227,   104.36,    17.1002,  -113.91,    17.0992,    66.09,          0,     0.00,          0,     0.00, 0.00127227,   -75.64,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX138465C0,    17.1018,    66.09,    17.1008,  -113.91,          0,     0.00,          0,     0.00, 0.00127239,   104.36,    17.1018,  -113.91,    17.1008,    66.09,          0,     0.00,          0,     0.00, 0.00127239,   -75.64,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX138466C0,    42.8715,    66.11,     42.869,  -113.89,          0,     0.00,          0,     0.00, 0.00319925,   104.03,    42.8715,  -113.89,     42.869,    66.11,          0,     0.00,          0,     0.00, 0.00319925,   -75.97,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX138469C0,    25.6675,    66.09,     25.666,  -113.91,          0,     0.00,          0,     0.00, 0.00191157,   104.25,    25.6675,  -113.91,     25.666,    66.09,          0,     0.00,          0,     0.00, 0.00191157,   -75.75,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX138470C0,    17.1084,    66.09,    17.1074,  -113.92,          0,     0.00,          0,     0.00, 0.00127288,   104.36,    17.1084,  -113.91,    17.1074,    66.08,          0,     0.00,          0,     0.00, 0.00127288,   -75.64,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX138472C0,    42.8833,    66.11,    42.8808,  -113.90,          0,     0.00,          0,     0.00, 0.00320014,   104.03,    42.8833,  -113.89,    42.8808,    66.10,          0,     0.00,          0,     0.00, 0.00320014,   -75.97,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX138560A0,    37.5501,   -54.64,    37.5479,   125.36,          0,     0.00,          0,     0.00, 0.00280017,   -16.63,    37.5501,   125.36,    37.5479,   -54.64,          0,     0.00,          0,     0.00, 0.00280017,   163.37,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX138561A0,    37.5499,   -54.64,    37.5476,   125.36,          0,     0.00,          0,     0.00, 0.00280015,   -16.63,    37.5499,   125.36,    37.5477,   -54.64,          0,     0.00,          0,     0.00, 0.00280015,   163.37,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX138562A0,    37.5485,   -54.64,    37.5463,   125.36,          0,     0.00,          0,     0.00, 0.00280005,   -16.63,    37.5485,   125.36,    37.5463,   -54.64,          0,     0.00,          0,     0.00, 0.00280005,   163.37,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX138563A0,    37.5465,   -54.64,    37.5443,   125.36,          0,     0.00,          0,     0.00,  0.0027999,   -16.63,    37.5465,   125.36,    37.5443,   -54.64,          0,     0.00,          0,     0.00,  0.0027999,   163.37,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX138564A0,    37.5418,   -54.64,    37.5396,   125.36,          0,     0.00,          0,     0.00, 0.00279955,   -16.63,    37.5418,   125.36,    37.5396,   -54.64,          0,     0.00,          0,     0.00, 0.00279955,   163.37,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX138565A0,    37.5365,   -54.63,    37.5343,   125.36,          0,     0.00,          0,     0.00, 0.00279914,   -16.62,    37.5365,   125.37,    37.5343,   -54.64,          0,     0.00,          0,     0.00, 0.00279914,   163.38,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX138566A0,    37.5341,   -54.63,    37.5319,   125.36,          0,     0.00,          0,     0.00, 0.00279896,   -16.62,    37.5341,   125.37,    37.5319,   -54.64,          0,     0.00,          0,     0.00, 0.00279896,   163.38,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX138567A0,    56.4036,   -54.62,    56.4003,   125.38,          0,     0.00,          0,     0.00,  0.0042156,   -16.86,    56.4036,   125.38,    56.4003,   -54.62,          0,     0.00,          0,     0.00,  0.0042156,   163.14,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX138569A0,    22.4638,   -54.64,    22.4624,   125.36,          0,     0.00,          0,     0.00, 0.00167221,   -16.42,    22.4638,   125.36,    22.4624,   -54.64,          0,     0.00,          0,     0.00, 0.00167221,   163.58,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX138570A0,    22.4592,   -54.64,    22.4579,   125.36,          0,     0.00,          0,     0.00, 0.00167187,   -16.42,    22.4592,   125.36,    22.4579,   -54.64,          0,     0.00,          0,     0.00, 0.00167187,   163.58,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX138571A0,    22.4445,   -54.63,    22.4432,   125.37,          0,     0.00,          0,     0.00, 0.00167077,   -16.41,    22.4445,   125.37,    22.4432,   -54.63,          0,     0.00,          0,     0.00, 0.00167077,   163.59,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX138573A0,    37.4896,   -54.62,    37.4874,   125.38,          0,     0.00,          0,     0.00, 0.00279562,   -16.60,    37.4896,   125.38,    37.4874,   -54.62,          0,     0.00,          0,     0.00, 0.00279562,   163.40,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX138574A0,    37.4799,   -54.61,    37.4777,   125.38,          0,     0.00,          0,     0.00, 0.00279489,   -16.60,    37.4799,   125.39,    37.4777,   -54.62,          0,     0.00,          0,     0.00, 0.00279489,   163.40,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX138581A0,    37.4634,   -54.61,    37.4612,   125.39,          0,     0.00,          0,     0.00, 0.00279365,   -16.59,    37.4634,   125.39,    37.4612,   -54.61,          0,     0.00,          0,     0.00, 0.00279365,   163.41,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX138585C0,    17.0742,    66.05,    17.0732,  -113.96,          0,     0.00,          0,     0.00, 0.00127033,   104.32,    17.0742,  -113.95,    17.0732,    66.04,          0,     0.00,          0,     0.00, 0.00127033,   -75.68,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX138586C0,    25.6132,    66.09,    25.6117,  -113.92,          0,     0.00,          0,     0.00, 0.00190749,   104.24,    25.6132,  -113.91,    25.6117,    66.08,          0,     0.00,          0,     0.00, 0.00190749,   -75.76,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX138641C0,    25.6206,    65.60,    25.6191,  -114.41,          0,     0.00,          0,     0.00, 0.00190805,   103.75,    25.6206,  -114.40,    25.6191,    65.59,          0,     0.00,          0,     0.00, 0.00190805,   -76.25,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX138642A0,    22.6694,   -55.01,    22.6681,   124.99,          0,     0.00,          0,     0.00,  0.0016876,   -16.80,    22.6695,   124.99,    22.6681,   -55.01,          0,     0.00,          0,     0.00,  0.0016876,   163.20,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX138644A0,     37.812,   -54.94,    37.8098,   125.06,          0,     0.00,          0,     0.00, 0.00281987,   -16.94,     37.812,   125.06,    37.8098,   -54.94,          0,     0.00,          0,     0.00, 0.00281987,   163.06,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX138645B0,    24.9287,  -175.58,    24.9273,     4.42,          0,     0.00,          0,     0.00, 0.00185647,  -137.42,    24.9287,     4.42,    24.9273,  -175.58,          0,     0.00,          0,     0.00, 0.00185647,    42.58,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX138646A0,    15.0586,   -54.88,    15.0578,   125.12,          0,     0.00,          0,     0.00, 0.00112003,   -16.57,    15.0586,   125.12,    15.0578,   -54.88,          0,     0.00,          0,     0.00, 0.00112003,   163.43,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX138647C0,    25.6262,    65.79,    25.6247,  -114.21,          0,     0.00,          0,     0.00, 0.00190847,   103.94,    25.6262,  -114.21,    25.6247,    65.79,          0,     0.00,          0,     0.00, 0.00190847,   -76.06,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX138649A0,    37.5931,   -54.73,    37.5909,   125.27,          0,     0.00,          0,     0.00,  0.0028034,   -16.72,    37.5931,   125.27,    37.5909,   -54.73,          0,     0.00,          0,     0.00,  0.0028034,   163.28,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX138650C0,    17.0811,    65.84,    17.0801,  -114.17,          0,     0.00,          0,     0.00, 0.00127084,   104.11,    17.0811,  -114.16,    17.0801,    65.83,          0,     0.00,          0,     0.00, 0.00127084,   -75.89,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX138651C0,    42.8145,    65.86,     42.812,  -114.15,          0,     0.00,          0,     0.00, 0.00319495,   103.78,    42.8145,  -114.14,     42.812,    65.85,          0,     0.00,          0,     0.00, 0.00319495,   -76.22,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX138652C0,    64.4053,    65.94,    64.4014,  -114.06,          0,     0.00,          0,     0.00, 0.00481864,   103.57,    64.4053,  -114.06,    64.4014,    65.94,          0,     0.00,          0,     0.00, 0.00481864,   -76.43,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX138655A0,    22.4495,   -54.65,    22.4482,   125.35,          0,     0.00,          0,     0.00, 0.00167114,   -16.43,    22.4495,   125.35,    22.4482,   -54.65,          0,     0.00,          0,     0.00, 0.00167114,   163.57,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX138679A0,    22.7027,   -55.06,    22.7014,   124.94,          0,     0.00,          0,     0.00, 0.00169009,   -16.85,    22.7027,   124.94,    22.7014,   -55.06,          0,     0.00,          0,     0.00, 0.00169009,   163.15,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX138680A0,    37.9248,   -55.05,    37.9226,   124.95,          0,     0.00,          0,     0.00, 0.00282835,   -17.05,    37.9248,   124.95,    37.9226,   -55.05,          0,     0.00,          0,     0.00, 0.00282835,   162.95,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX138684A0,    37.9259,   -55.05,    37.9237,   124.95,          0,     0.00,          0,     0.00, 0.00282843,   -17.05,    37.9259,   124.95,    37.9237,   -55.05,          0,     0.00,          0,     0.00, 0.00282843,   162.95,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX138685A0,    22.7058,   -55.06,    22.7045,   124.94,          0,     0.00,          0,     0.00, 0.00169032,   -16.86,    22.7058,   124.94,    22.7045,   -55.06,          0,     0.00,          0,     0.00, 0.00169032,   163.14,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX138716C0,    42.8392,    65.56,    42.8367,  -114.45,          0,     0.00,          0,     0.00, 0.00319682,   103.48,    42.8392,  -114.44,    42.8367,    65.55,          0,     0.00,          0,     0.00, 0.00319682,   -76.52,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX138717C0,    42.8399,    65.55,    42.8374,  -114.45,          0,     0.00,          0,     0.00, 0.00319687,   103.48,    42.8399,  -114.45,    42.8374,    65.55,          0,     0.00,          0,     0.00, 0.00319687,   -76.52,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX138718C0,    42.8316,    65.55,    42.8291,  -114.45,          0,     0.00,          0,     0.00, 0.00319624,   103.48,    42.8316,  -114.45,    42.8291,    65.55,          0,     0.00,          0,     0.00, 0.00319624,   -76.52,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX138719A0,    37.9962,   -55.09,     37.994,   124.91,          0,     0.00,          0,     0.00, 0.00283373,   -17.09,    37.9962,   124.91,     37.994,   -55.09,          0,     0.00,          0,     0.00, 0.00283373,   162.91,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX138720A0,    37.9619,   -55.08,    37.9597,   124.91,          0,     0.00,          0,     0.00, 0.00283114,   -17.09,    37.9619,   124.92,    37.9597,   -55.09,          0,     0.00,          0,     0.00, 0.00283114,   162.91,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX138751B0,     41.915,  -175.88,    41.9125,     4.12,          0,     0.00,          0,     0.00, 0.00312786,  -137.96,     41.915,     4.12,    41.9125,  -175.88,          0,     0.00,          0,     0.00, 0.00312786,    42.04,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX138752B0,      25.16,  -175.92,    25.1585,     4.07,          0,     0.00,          0,     0.00, 0.00187379,  -137.77,      25.16,     4.08,    25.1585,  -175.93,          0,     0.00,          0,     0.00, 0.00187379,    42.23,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX138753B0,     42.008,  -175.91,    42.0055,     4.09,          0,     0.00,          0,     0.00, 0.00313487,  -137.99,     42.008,     4.09,    42.0055,  -175.91,          0,     0.00,          0,     0.00, 0.00313487,    42.01,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX138754B0,    63.1575,  -175.90,    63.1537,     4.10,          0,     0.00,          0,     0.00, 0.00472551,  -138.27,    63.1575,     4.10,    63.1537,  -175.90,          0,     0.00,          0,     0.00, 0.00472551,    41.73,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX138755B0,    16.7804,  -175.96,    16.7794,     4.03,          0,     0.00,          0,     0.00,  0.0012485,  -137.70,    16.7804,     4.04,    16.7794,  -175.97,          0,     0.00,          0,     0.00,  0.0012485,    42.30,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX138769A0,    15.2176,   -55.11,    15.2167,   124.89,          0,     0.00,          0,     0.00, 0.00113189,   -16.80,    15.2176,   124.89,    15.2167,   -55.11,          0,     0.00,          0,     0.00, 0.00113189,   163.20,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX138770A0,    15.2176,   -55.11,    15.2167,   124.89,          0,     0.00,          0,     0.00, 0.00113189,   -16.80,    15.2176,   124.89,    15.2167,   -55.11,          0,     0.00,          0,     0.00, 0.00113189,   163.20,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX138771A0,    22.8259,   -55.10,    22.8246,   124.90,          0,     0.00,          0,     0.00,  0.0016993,   -16.90,    22.8259,   124.90,    22.8246,   -55.10,          0,     0.00,          0,     0.00,  0.0016993,   163.10,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX138776C0,    25.7376,    66.06,    25.7361,  -113.95,          0,     0.00,          0,     0.00, 0.00191681,   104.21,    25.7376,  -113.94,    25.7361,    66.05,          0,     0.00,          0,     0.00, 0.00191681,   -75.79,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX138796B0,    25.4078,  -173.73,    25.4063,     6.26,          0,     0.00,          0,     0.00, 0.00189233,  -135.59,    25.4078,     6.27,    25.4063,  -173.74,          0,     0.00,          0,     0.00, 0.00189233,    44.41,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
